target,series,experiment,checkpoint,epoch,step,size_mib,evaluation_status,path
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_029_step_17622,29,17622,830.3,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_filtered_syntetic_swin/train/model_epoch_029_step_17622.pth
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_039_step_23497,39,23497,830.2,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_filtered_syntetic_swin/train/model_epoch_039_step_23497.pth
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_049_step_29370,49,29370,830.3,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_filtered_syntetic_swin/train/model_epoch_049_step_29370.pth
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_059_step_35244,59,35244,830.3,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_filtered_syntetic_swin/train/model_epoch_059_step_35244.pth
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_069_step_41121,69,41121,830.3,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_filtered_syntetic_swin/train/model_epoch_069_step_41121.pth
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_079_step_46998,79,46998,830.3,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_filtered_syntetic_swin/train/model_epoch_079_step_46998.pth
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_089_step_52875,89,52875,830.3,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_filtered_syntetic_swin/train/model_epoch_089_step_52875.pth
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_099_step_58750,99,58750,830.2,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_filtered_syntetic_swin/train/model_epoch_099_step_58750.pth
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_109_step_64626,109,64626,830.2,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_filtered_syntetic_swin/train/model_epoch_109_step_64626.pth
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_119_step_70499,119,70499,830.2,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_filtered_syntetic_swin/train/model_epoch_119_step_70499.pth
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_009_step_04675,9,4675,829.9,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_plain_swin/train/model_epoch_009_step_04675.pth
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_019_step_09349,19,9349,829.9,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_plain_swin/train/model_epoch_019_step_09349.pth
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_029_step_14023,29,14023,829.9,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_plain_swin/train/model_epoch_029_step_14023.pth
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_039_step_18698,39,18698,829.9,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_plain_swin/train/model_epoch_039_step_18698.pth
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_049_step_23371,49,23371,829.9,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_plain_swin/train/model_epoch_049_step_23371.pth
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_059_step_28045,59,28045,829.9,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_plain_swin/train/model_epoch_059_step_28045.pth
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_069_step_32723,69,32723,829.9,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_plain_swin/train/model_epoch_069_step_32723.pth
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_079_step_37401,79,37401,829.9,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_plain_swin/train/model_epoch_079_step_37401.pth
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_089_step_42071,89,42071,829.9,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_plain_swin/train/model_epoch_089_step_42071.pth
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_099_step_46746,99,46746,829.9,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_plain_swin/train/model_epoch_099_step_46746.pth
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_109_step_51415,109,51415,829.9,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_plain_swin/train/model_epoch_109_step_51415.pth
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_119_step_56093,119,56093,829.9,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_plain_swin/train/model_epoch_119_step_56093.pth
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_009_step_18171,9,18171,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_009_step_18171.pth
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_009_step_18171,9,18171,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_009_step_18171.pth
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_009_step_18171,9,18171,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_009_step_18171.pth
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_019_step_36353,19,36353,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_019_step_36353.pth
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_019_step_36353,19,36353,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_019_step_36353.pth
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_019_step_36353,19,36353,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_019_step_36353.pth
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_029_step_54551,29,54551,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_029_step_54551.pth
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_029_step_54551,29,54551,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_029_step_54551.pth
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_029_step_54551,29,54551,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_029_step_54551.pth
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_039_step_72675,39,72675,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_039_step_72675.pth
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_039_step_72675,39,72675,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_039_step_72675.pth
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_039_step_72675,39,72675,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_039_step_72675.pth
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_049_step_90868,49,90868,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_049_step_90868.pth
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_049_step_90868,49,90868,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_049_step_90868.pth
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_049_step_90868,49,90868,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_049_step_90868.pth
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_059_step_109028,59,109028,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_059_step_109028.pth
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_059_step_109028,59,109028,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_059_step_109028.pth
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_059_step_109028,59,109028,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_059_step_109028.pth
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_069_step_127099,69,127099,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_069_step_127099.pth
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_069_step_127099,69,127099,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_069_step_127099.pth
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_069_step_127099,69,127099,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_069_step_127099.pth
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_079_step_145286,79,145286,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_079_step_145286.pth
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_079_step_145286,79,145286,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_079_step_145286.pth
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_079_step_145286,79,145286,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_079_step_145286.pth
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_089_step_163504,89,163504,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_089_step_163504.pth
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_089_step_163504,89,163504,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_089_step_163504.pth
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_089_step_163504,89,163504,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_089_step_163504.pth
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_099_step_181644,99,181644,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_099_step_181644.pth
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_099_step_181644,99,181644,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_099_step_181644.pth
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_099_step_181644,99,181644,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_099_step_181644.pth
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_109_step_199817,109,199817,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_109_step_199817.pth
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_109_step_199817,109,199817,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_109_step_199817.pth
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_109_step_199817,109,199817,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_109_step_199817.pth
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_119_step_217996,119,217996,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_119_step_217996.pth
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_119_step_217996,119,217996,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_119_step_217996.pth
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_119_step_217996,119,217996,828.8,passed,experiments/reid/syntetic_only_filtered_100k/results/syntetic_only_filtered_100k/train/model_epoch_119_step_217996.pth
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_009_step_05501,9,5501,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_009_step_05501.pth
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_009_step_05501,9,5501,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_009_step_05501.pth
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_009_step_05501,9,5501,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_009_step_05501.pth
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_019_step_11006,19,11006,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_019_step_11006.pth
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_019_step_11006,19,11006,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_019_step_11006.pth
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_019_step_11006,19,11006,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_019_step_11006.pth
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_029_step_16495,29,16495,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_029_step_16495.pth
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_029_step_16495,29,16495,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_029_step_16495.pth
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_029_step_16495,29,16495,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_029_step_16495.pth
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_039_step_21976,39,21976,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_039_step_21976.pth
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_039_step_21976,39,21976,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_039_step_21976.pth
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_039_step_21976,39,21976,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_039_step_21976.pth
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_049_step_27414,49,27414,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_049_step_27414.pth
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_049_step_27414,49,27414,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_049_step_27414.pth
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_049_step_27414,49,27414,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_049_step_27414.pth
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_059_step_32887,59,32887,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_059_step_32887.pth
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_059_step_32887,59,32887,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_059_step_32887.pth
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_059_step_32887,59,32887,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_059_step_32887.pth
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_069_step_38378,69,38378,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_069_step_38378.pth
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_069_step_38378,69,38378,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_069_step_38378.pth
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_069_step_38378,69,38378,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_069_step_38378.pth
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_079_step_43857,79,43857,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_079_step_43857.pth
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_079_step_43857,79,43857,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_079_step_43857.pth
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_079_step_43857,79,43857,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_079_step_43857.pth
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_089_step_49333,89,49333,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_089_step_49333.pth
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_089_step_49333,89,49333,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_089_step_49333.pth
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_089_step_49333,89,49333,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_089_step_49333.pth
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_099_step_54772,99,54772,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_099_step_54772.pth
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_099_step_54772,99,54772,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_099_step_54772.pth
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_099_step_54772,99,54772,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_099_step_54772.pth
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_109_step_60250,109,60250,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_109_step_60250.pth
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_109_step_60250,109,60250,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_109_step_60250.pth
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_109_step_60250,109,60250,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_109_step_60250.pth
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_119_step_65750,119,65750,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_119_step_65750.pth
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_119_step_65750,119,65750,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_119_step_65750.pth
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_119_step_65750,119,65750,828.8,passed,experiments/reid/syntetic_only_filtered_30k/results/syntetic_only_filtered_30k/train/model_epoch_119_step_65750.pth
ULIRI,uliri_resnet_0.0.1,ULIRI ResNet 0.0.1,model_epoch_009_step_29380,9,29380,230.0,passed,experiments/reid/uliri/results_0.0.1/train/model_epoch_009_step_29380.pth
ULIRI,uliri_resnet_0.0.1,ULIRI ResNet 0.0.1,model_epoch_012_step_37754,12,37754,230.0,passed,experiments/reid/uliri/results_0.0.1/train/model_epoch_012_step_37754.pth
ULIRI,uliri_resnet_0.0.1_current_split_epoch13,ULIRI ResNet 0.0.1 epoch 13 on current split,model_epoch_013_step_38333,13,38333,230.0,passed,experiments/reid/uliri/results_0.0.1/train/model_epoch_013_step_38333.pth
ULIRI,uliri_resnet_0.0.2,ULIRI ResNet 0.0.2,model_epoch_009_step_25519,9,25519,230.0,passed,experiments/reid/uliri/results_0.0.2/train/model_epoch_009_step_25519.pth
